"code","time_zone_id","name","city_code","country_id","location","elevation","url","icao","city","county","state"
ZDY,Asia/Dubai,Delma Island Airport,ZDY,AE,POINT (52.33512436277246 24.51105115),30,http://www.adac.ae/english/what-we-do/airports/delma-airport,OMDL,,,
KYI,Australia/Adelaide,Yalata Mission,KYI,AU,POINT (131.82077058060463 -31.46916915),0,,YYTA,,,
KBW,America/Anchorage,Chignik Bay,KCL,US,POINT (-158.4013889 56.2955556),0,,Z78,,,
CIF,Asia/Shanghai,Chifeng Airport,CIF,CN,POINT (118.91089 42.237392),1902,,ZBCF,,,
CSX,Asia/Shanghai,Changsha Huanghua Airport,CSX,CN,POINT (113.21991433924589 28.190666049999997),45,,ZGHA,,,
CZC,America/Anchorage,Copper Centre,CZC,US,POINT (-145.3 61.966667),994,,Z93,,,
CZP,America/Sitka,Cape Pole,CZP,US,POINT (-133.7966667 55.9661111),0,,Z71,,,
DYG,Asia/Shanghai,Zhangjiajie Hehua Airport,DYG,CN,POINT (110.44472066563625 29.103868499999997),679,,ZGDY,,,
HZV,Africa/Johannesburg,Hazyview,HZV,ZA,POINT (31.1319476 -25.0494316),1745,,"",,,
INY,Africa/Johannesburg,Inyati,INY,ZA,POINT (31.383333 -24.783333),1220,,"",,,
JBT,America/Anchorage,City Landing,BET,US,POINT (-161.75 60.8),36,,Z59,,,
LYA,Asia/Shanghai,Luoyang Beijiao Airport,LYA,CN,POINT (112.38655833509651 34.74071765),833,,ZHLY,,,
NNG,Asia/Shanghai,Nanning Airport,NNG,CN,POINT (108.1778206273208 22.6087962),413,http://www.nnairport.com/,ZGNN,,,
SYX,Asia/Shanghai,Sanya Phoenix International Airport,SYX,CN,POINT (109.4125578036077 18.30441145),92,,ZJSY,,,
ZHY,Asia/Shanghai,Zhongwei Airport,ZHY,CN,POINT (105.15233253938072 37.5710553),8202,,ZLZW,,,
NNY,Asia/Shanghai,Nanyang Airport,NNY,CN,POINT (112.61568318665394 32.9822422),360,,ZHNY,,,
BAR,America/Sitka,Baker AAF,BAR,US,POINT (-133.6 55.333332),954,,ZJQH,,,
CGO,Asia/Shanghai,Zhengzhou Xinzheng Airport,CGO,CN,POINT (113.84801423633316 34.5270534),475,,ZHCC,,,
COQ,Asia/Choibalsan,Choibalsan,COQ,MN,POINT (114.9 48.13333),2450,,ZMCD,,,
SIA,Asia/Shanghai,Xi'an Xiguan Airport,SIA,CN,POINT (108.75874 34.44104),1515,,ZLSN,,,
DNH,Asia/Shanghai,Dunhuang Airport,DNH,CN,POINT (94.683334 40.2),3704,,ZLDH,,,
HAK,Asia/Shanghai,Haikou Airport,HAK,CN,POINT (110.45927325175722 19.9442567),88,,ZJHK,,,
SWA,Asia/Shanghai,Jieyang Chaoshan Airport,SWA,CN,POINT (116.75859 23.430237),85,,ZGOW,,,
WUH,Asia/Shanghai,Wuhan Tianhe International Airport,WUH,CN,POINT (114.21236810445089 30.77382425),78,http://www.whairport.com/,ZHHH,,,
WOS,Asia/Pyongyang,Wonsan,WOS,KP,POINT (-126.61667 50.216667),544,,ZKWS,,,
LHW,Asia/Shanghai,Lanzhou Zhongchuan International Airport,LHW,CN,POINT (103.86667 36.033333),6388,,ZLLL,,,
LUM,Asia/Shanghai,Dehong Mangshi Airport,LUM,CN,POINT (98.52863867335108 24.399627),2870,,ZPMS,,,
TAO,Asia/Shanghai,Qingdao Liuting International Airport,TAO,CN,POINT (120.37679264563059 36.26799135),33,,ZSQD,,,
ULN,Asia/Ulaanbaatar,Chinggis Khaan International Airport,ULN,MN,POINT (106.76327 47.85275),4364,,ZMUB,,,
FOC,Asia/Shanghai,Changle International Airport,FOC,CN,POINT (119.66617231883538 25.934525450000002),154,http://www.xiafz.com.cn/en/index.asp,ZSFZ,,,
HFE,Asia/Shanghai,Hefei Xinqiao Airport,HFE,CN,POINT (117.28333 31.85),95,,ZSOF,,,
HGH,Asia/Shanghai,Hangzhou Xiaoshan International Airport,HGH,CN,POINT (120.42912444938366 30.2368729),26,http://www.hzairport.com/,ZSHC,,,
ZNU,America/Vancouver,Namu,ZNU,CA,POINT (-127.86667 51.85),0,,"",,,
HJT,Asia/Ulaanbaatar,Khujirt,HJT,MN,POINT (102.7695436 46.9214273),5410,,ZMHU,,,
JIU,Asia/Shanghai,Jiujiang,JIU,CN,POINT (115.96667 29.7),52,,ZSJJ,,,
URC,Asia/Shanghai,Urumqi Diwopu International Airport,URC,CN,POINT (87.46801888787405 43.903818349999995),2125,,ZWWW,,,
IQM,Asia/Shanghai,Qiemo Airport,IQM,CN,POINT (85.53253116530601 38.14958345),4137,,ZWCM,,,
KGT,Asia/Shanghai,Kangding Airport,KGT,CN,POINT (101.73869761734343 30.143070950000002),14042,,ZUKD,,,
NGQ,Asia/Shanghai,Ngari Gunsa/Ali Kunsha,NGQ,CN,POINT (80.05632796534377 32.101337400000006),13986,,ZUAL,,,
KRY,Asia/Shanghai,Karamay Airport,KRY,CN,POINT (84.88333 45.61667),0,,ZWKM,,,
YUS,Asia/Shanghai,Yushu Batang Airport,YUS,CN,POINT (97.03762704809733 32.836430500000006),12816,,ZYLS,,,
YNJ,Asia/Shanghai,Yanji Chaoyangchuan Airport,YNJ,CN,POINT (129.4487048951637 42.8787858),624,,ZYYJ,,,
MCC,America/Los_Angeles,Mcclellan AFB,SAC,US,POINT (-121.40950556672901 38.6646655),62,,KMCC,North Highlands,Sacramento County,California
MCD,America/Detroit,Mackinac Island,MCD,US,POINT (-84.63660473216783 45.8647948),725,,KMCD,Saint Ignace,Mackinac County,Michigan
MCI,America/Chicago,Kansas City International Airport,MKC,US,POINT (-94.72118991743454 39.3023103),977,http://www.flykci.com/,KMCI,Weatherby Lake,Platte County,Missouri
MCO,America/New_York,Orlando International Airport,ORL,US,POINT (-81.30944309752753 28.412903550000003),82,http://www.orlandoairports.net/,KMCO,Taft,Orange County,Florida
MCA,Africa/Conakry,Macenta,MCA,GN,POINT (-9.466667 8.55),1768,,GUMA,Macenta,Macenta,Nzerekore
JSJ,Asia/Shanghai,Jiansanjiang Shidi Airport,JSJ,CN,POINT (132.6632288591807 47.1066465),0,,ZYJS,Fujin,,Heilongjiang Sheng
LDS,Asia/Shanghai,Yichun Shi Airport,LDS,CN,POINT (129.01718760024562 47.75241185),791,,ZYLD,Xuri,,Heilongjiang Sheng
MCB,America/Chicago,Pike County,MCB,US,POINT (-90.469444 31.175556),367,,KMCB,Magnolia,Pike County,Mississippi
MCQ,Europe/Budapest,Miskolc,MCQ,HU,POINT (20.789699376565146 48.1377737),406,http://www.lhmc.hu/,LHMC,Arnot,,Borsod-Abauj-Zemplen
MCH,America/Guayaquil,Machala,MCH,EC,POINT (-79.98333 -3.266667),26,,SEMH,Puerto Bolivar,,El Oro
JNZ,Asia/Shanghai,Liaoning Province Airport,JNZ,CN,POINT (121.01667 41.11667),0,,ZYJZ,Wanghu,,Liaoning
JXA,Asia/Shanghai,Jixi Airport,JXA,CN,POINT (130.99675 45.306084),760,,ZYJX,Hongjunlu,,Heilongjiang Sheng
DLC,Asia/Shanghai,Dalian Zhoushuizi International Airport,DLC,CN,POINT (121.54142723753361 38.96412695),62,,ZYTL,Dalian,Dalian Shi,Liaoning
FYJ,Asia/Shanghai,Fuyuan Dongji Airport,FYJ,CN,POINT (134.366447 48.199494),167,,ZYFY,Fuyuan,,Heilongjiang Sheng
HEK,Asia/Shanghai,Heihe Airport,HEK,CN,POINT (127.433334 50.216667),547,,ZYHE,Xinfu,,Heilongjiang Sheng
HRB,Asia/Shanghai,Harbin Taiping International Airport,HRB,CN,POINT (126.24525735616052 45.62212125),456,,ZYHB,,,
JIL,Asia/Shanghai,Jilin,JIL,CN,POINT (126.65 43.86667),859,,ZYJL,Jilin,,Jilin Sheng
JMU,Asia/Shanghai,Jiamusi Airport,JMU,CN,POINT (130.46148538753062 46.843340850000004),249,,ZYJM,Songjiang,,Heilongjiang Sheng
MCK,America/Chicago,Mc Cook Airport,MCK,US,POINT (-100.66805 40.26389),2657,,KMCK,McCook,Red Willow County,Nebraska
MCM,Europe/Monaco,Fontvieille Heliport,MCM,MC,POINT (7.416667 43.733334),229,,,Monaco,,Commune de Monaco
MCR,America/Guatemala,Melchor De Menco,MCR,GT,POINT (-92.00833 17),4455,,,Chiquinival,Chilon,Chiapas
MCU,Europe/Paris,Gueret (Lepaud),MCU,FR,POINT (2.6 46.35),652,,LFBK,Montlucon,Departement de l'Allier,Auvergne
MCW,America/Chicago,Mason City Airport,MCW,US,POINT (-93.329445 43.156944),1197,,KMCW,Clear Lake,Cerro Gordo County,Iowa
MFU,Africa/Lusaka,Mfuwe,MFU,ZM,POINT (31.942546721089855 -13.25844945),1820,,FLMF,Chipata,,Eastern
MFX,Europe/Paris,Meribel,MFX,FR,POINT (6.57733888687692 45.407949900000006),5534,,LFKX,Meribel,Departement de la Savoie,Rhone-Alpes
MFY,Asia/Aden,Mayfa'ah,MFY,YE,POINT (46.00833 13.666667),2755,,,Al Wuday`,Al Wade'a,Abyan
MGA,America/Managua,Augusto C Sandino International Airport,MGA,NI,POINT (-86.16885964895833 12.141385),157,,MNMG,Managua,,Managua
MGB,Australia/Adelaide,Mount Gambier Airport,MGB,AU,POINT (140.78467447439613 -37.74632345),137,,YMTG,Mount Gambier,Mount Gambier,South Australia
MGC,America/Chicago,Michigan City Airport,MGC,US,POINT (-86.8214164 41.7030963),636,http://www.emichigancity.com/cityhall/departments/airport/index.htm,KMGC,Trail Creek,LaPorte County,Indiana
MGF,America/Sao_Paulo,Regional De Maringa,MGF,BR,POINT (-51.933334 -23.383612),1594,,SBMG,Maringa,Maringa,Parana
MGH,Africa/Johannesburg,Margate Airport,MGH,ZA,POINT (30.25 -30.916668),734,,FAMG,Margate,Ugu District Municipality,KwaZulu-Natal
MGI,America/Chicago,Aransas National Wildlife Refuge,MGI,US,POINT (-96.5 28.25),0,,"",Port O'Connor,Calhoun County,Texas
MGJ,America/New_York,Orange County,MGJ,US,POINT (-74.26667 41.516666),344,http://www.orangecountygov.com/content/124/1354/default.aspx,KMGJ,Montgomery,Orange County,New York
MFV,America/New_York,Accomack County,MFV,US,POINT (-75.76022473099388 37.64691175),49,http://www.co.accomack.va.us/departments/airport,KMFV,Onancock,Accomack County,Virginia
MGL,Europe/Berlin,Moenchen-gl. - Dus Exp,DUS,DE,POINT (6.544444 51.35278),91,,EDLN,Krefeld,Regierungsbezirk Dusseldorf,North Rhine-Westphalia
MHN,America/Denver,Mullen,MHN,US,POINT (-101.058808 42.0421657),3211,,"",Mullen,Hooker County,Nebraska
MGN,America/Bogota,Baracoa,MGN,CO,POINT (-74.845 9.288056),157,,SKMG,Magangue,,Bolivar
MGO,Africa/Libreville,Manega,MGO,GA,POINT (10.216667 -1.733333),157,,"",Fougamou,,Ngounie
MGU,Asia/Rangoon,Manaung,MGU,MM,POINT (93.73889 18.958332),0,,VYMN,Sittwe,,Rakhine
MGW,America/New_York,Morgantown Airport,MGW,US,POINT (-79.91583 39.642776),1181,,KMGW,Brookhaven,Monongalia County,West Virginia
MGY,America/New_York,Dayton-Wright Brothers Airport,DAY,US,POINT (-84.25444 39.933334),938,http://www.flydayton.com/?page=wright-brothers-airport-2,KMGY,Union,Montgomery County,Ohio
MHE,America/Chicago,Municipal,MHE,US,POINT (-98.038055 43.775276),1312,http://www.cityofmitchell.org/index.asp?SEC=0E5EB6F8-1E38-48AD-8D27-2CDD01C4E949&Type=B_BASIC,KMHE,Mitchell,Davison County,South Dakota
MHI,Africa/Djibouti,Musha,MHI,DJ,POINT (43 11),1302,,HDMO,Danan,,Ali Sabieh
MHL,America/Chicago,Memorial Municipal,MHL,US,POINT (-93.2 39.11667),790,http://www.marshall-mo.com/cm_airport.html,KMHL,Marshall,Saline County,Missouri
MHP,Europe/Minsk,Minsk International 1,MSQ,BY,POINT (27.55 53.85),770,,UMMM,Syenitsa,,Minsk
MHS,America/Los_Angeles,Rep,MHS,US,POINT (-122.316666 41.316666),3572,,KMHS,Mount Shasta,Siskiyou County,California
MIU,Africa/Lagos,Maiduguri,MIU,NG,POINT (13.085247833739285 11.85667135),1053,http://www.faannigeria.org/nigeria-airport.php?airport=14,DNMA,Maiduguri,,Borno
MHU,Australia/Melbourne,Mount Hotham,MHU,AU,POINT (147.18333 -36.966667),5013,,YHOT,Mount Beauty,Alpine,Victoria
MHV,America/Los_Angeles,Kern County,MHV,US,POINT (-118.15 35.066666),2765,,KMHV,Mojave,Kern County,California
MIV,America/New_York,Millville,MIV,US,POINT (-75.0718554 39.3688419),75,,KMIV,Millville,Cumberland County,New Jersey
MHZ,Europe/London,Mildenhall Airport,MHZ,GB,POINT (0.483333 52.36667),26,http://www.mildenhall.af.mil/,EGUN,Lakenheath,Suffolk,England
MJP,Australia/Perth,Manjimup,MJP,AU,POINT (116.1368076 -34.2635031),882,http://www.manjimupwa.com,YMJM,Manjimup,Manjimup,Western Australia
MIE,America/Indiana/Indianapolis,Delaware County,MIE,US,POINT (-85.39445 40.239723),928,,KMIE,Muncie,Delaware County,Indiana
MOH,Asia/Makassar,Maleo Airport,MOH,ID,POINT (121.660278 -2.203333),19,https://en.wikipedia.org/wiki/Maleo_Airport,"",Malili,,South Sulawesi
MIF,America/Chicago,Roy Hurd Memorial,MIF,US,POINT (-102.9 31.6),2618,http://www.cityofmonahans.org/index.asp?SEC=63860F5B-0F7B-4986-B494-851041B4C76D&Type=B_BASIC,E01,Monahans,Ward County,Texas
MIG,Asia/Shanghai,Mianyang Nanjiao Airport,MIG,CN,POINT (104.73805 31.43111),1666,,ZUMY,Mianyang,,Sichuan
MII,America/Sao_Paulo,Dr Gastao Vidigal Airport,MII,BR,POINT (-49.933334 -22.2),2014,,SBML,Marilia,Marilia,Sao Paulo
MIJ,Pacific/Majuro,Mili Island,MIJ,MH,POINT (171.75 6.083333),0,,MLIP,Mili,,Mili Atoll
MIO,America/Chicago,Miami,MIO,US,POINT (-94.9 36.88333),807,,,Miami,Ottawa County,Oklahoma
MJS,Africa/Maputo,Maganja Da Costa,MJS,MZ,POINT (32.22 -25.35),272,,"",Ressano Garcia,,Maputo
MJT,Europe/Athens,Mytilene International Airport,MJT,GR,POINT (26.599060222770895 39.057918),26,,LGMT,Vareia,Nomos Lesvou,North Aegean
MJU,Asia/Makassar,Tampa Padang Airport,MJU,ID,POINT (118.833336 -2.5),0,,WAWJ,Mamuju,,Sulawesi Barat
MJV,Europe/Madrid,Murcia-San Javier Airport,MJV,ES,POINT (-0.817794776107736 37.77661405),32,,LELC,San Javier,Murcia,Murcia
MJW,Africa/Harare,Mahenye,MJW,ZW,POINT (32.3334757 -21.2302956),875,,FVMH,Chiredzi,,Masvingo
MJX,America/New_York,Robert J. Miller,MJX,US,POINT (-74.2 39.966667),49,http://www.planning.co.ocean.nj.us/rjmiller/index.htm,KMJX,Toms River,Ocean County,New Jersey
MJY,Asia/Jakarta,Mangunjaya,MJY,ID,POINT (103.5670013 -2.73333),75,,,Babat,,South Sumatra
MJZ,Asia/Yakutsk,Mirnyj Airport,MJZ,RU,POINT (114.03333 62.533333),1243,,UERR,Mirny,,Sakha
MKA,Europe/Prague,Marianske Lazne,MKA,CZ,POINT (12.716667 49.983334),2398,,LKMR,Marianske Lazne,Okres Cheb,Karlovarsky
MKC,America/Chicago,Charles B. Wheeler Downtown Airport,MKC,US,POINT (-94.59283934048761 39.12417015),754,,KMKC,Kansas City,Jackson County,Missouri
MKE,America/Chicago,General Mitchell International Airport,MKE,US,POINT (-87.89722765596173 42.946542300000004),679,http://www.mitchellairport.com,KMKE,Saint Francis,Milwaukee County,Wisconsin
MKF,America/New_York,Mckenna AAF,CSG,US,POINT (-84.98333 32.466667),252,,,Columbus,Muscogee County,Georgia
MKG,America/Detroit,Muskegon Airport,MKG,US,POINT (-86.2370531 43.1703365),613,,KMKG,Norton Shores,Muskegon County,Michigan
MKI,Africa/Bangui,Mboki,MKI,CF,POINT (25.95 5.316667),1965,,FEGE,Obo,,Haut-Mbomou
MKJ,Africa/Brazzaville,Makoua,MKJ,CG,POINT (15.5803939 -0.0199679),1243,,FCOM,Makoua,,Cuvette
MKK,Pacific/Honolulu,Molokai Airport,MKK,US,POINT (-157.09621613900626 21.15264475),459,,PHMK,Kualapu'u,Maui County,Hawaii
MKU,Africa/Libreville,Makokou,MKU,GA,POINT (12.89079014893444 0.57961795),1679,,FOOK,Makokou,,Ogooue-Ivindo
MLA,Europe/Malta,Malta International Airport,MLA,MT,POINT (14.492295178989536 35.84739655),183,http://www.maltairport.com/en/home.htm,LMML,Luqa,,Luqa
MKS,Africa/Addis_Ababa,Mekane Selam,MKS,ET,POINT (38.15 11.683333),9734,,HAMA,Debre Tabor,,Amhara
MKT,America/Chicago,Municipal,MKT,US,POINT (-93.918335 44.22361),918,,,Eagle Lake,Blue Earth County,Minnesota
MLB,America/New_York,Orlando Melbourne International Airport,MLB,US,POINT (-80.64815801235798 28.1027201),49,,KMLB,Melbourne,Brevard County,Florida
MLD,America/Boise,Malad City,MLD,US,POINT (-112.45 42.2),7244,,,Malad City,Oneida County,Idaho
MLT,America/New_York,Millinocket,MLT,US,POINT (-68.69098380008309 45.6478685),370,,,Millinocket,Penobscot County,Maine
MLW,Africa/Monrovia,Sprigg Payne,MLW,LR,POINT (-10.758333 6.289444),39,,GLMR,Monrovia,,Montserrado
MLX,Europe/Istanbul,Malatya Airport,MLX,TR,POINT (38.253613 38.354443),3008,,LTAT,Yesilyurt,,Malatya
MMA,Europe/Stockholm,Malmö Bulltofta Airport,MMA,DK,POINT (13.059722 55.605),16,,,Arloev,Burlovs Kommun,Skane
MMC,America/Monterrey,Ciudad Mante,MMC,MX,POINT (-99 22.833332),206,,MMDM,Ciudad Mante,,Tamaulipas
MLZ,America/Montevideo,Cerro Largo,MLZ,UY,POINT (-54.21795722761725 -32.33858835),311,,SUMO,Melo,,Cerro Largo
MMB,Asia/Tokyo,Memanbetsu Airport,MMB,JP,POINT (144.16144903777698 43.88265885),75,,RJCM,Bihoro,,Hokkaido
MMN,America/New_York,Minute Man Airfield,MMN,US,POINT (-71.51801357130509 42.460355899999996),226,,,Stow,Middlesex County,Massachusetts
MNH,Asia/Colombo,Minneriya,MNH,LK,POINT (83 7.75),372,,OOMN,Kalmunai,,Eastern Province
MMI,America/New_York,McMinn County,MMI,US,POINT (-84.6757 35.52303),853,http://www.mcminncountytn.gov/airport/airport.html,KMMI,Decatur,Meigs County,Tennessee
MMJ,Asia/Tokyo,Matsumoto Airport,MMJ,JP,POINT (137.96666 36.233334),1932,http://www.matsumoto-airport.co.jp/,RJAF,Matsumoto,,Nagano
MMS,America/Chicago,Selfs,MMS,US,POINT (-90.2895376 34.2315002),141,,KMMS,Marks,Quitman County,Mississippi
MML,America/Chicago,Municipal-Ryan Field,MML,US,POINT (-95.8175 44.447224),1141,http://marshallmn.com/main/index.php/public-works/airport,KMML,Marshall,Lyon County,Minnesota
MMZ,Asia/Kabul,Maimana,MMZ,AF,POINT (64.76118060946182 35.9304371),2723,,OAMN,Maymana,,Faryab
MMO,Atlantic/Cape_Verde,Vila Do Maio,MMO,CV,POINT (-23.166668 15.25),95,,GVMA,Vila do Maio,,Maio
MNK,Pacific/Tarawa,Maiana,MNK,KI,POINT (173.0310059 1.00361),19,,NGMA,Tarawa,Tarawa,Gilbert Islands
MNU,Asia/Rangoon,Maulmyine,MNU,MM,POINT (97.66944 16.441668),275,,VYMM,Mawlamyine,,Mon
MOF,Asia/Makassar,Wai Oti Airport,MOF,ID,POINT (122.23624998248422 -8.64105065),98,,WATC,Waioti,,East Nusa Tenggara
MNZ,America/New_York,Manassas Regional Airport/Harry P. Davis Field,MNZ,US,POINT (-77.51806 38.721943),164,http://www.manassascity.org/Index.aspx?NID=131,KHEF,Manassas,City of Manassas,Virginia
MOA,America/Havana,Orestes Acosta,MOA,CU,POINT (-74.88333 20.5),2854,,MUMO,Moa,,Holguin
MOG,Asia/Rangoon,Mong Hsat,MOG,MM,POINT (99.26262107388541 20.51560855),1870,,VYMS,Mae Ai,,Chiang Mai
MOD,America/Los_Angeles,Modesto Municipal Airport,MOD,US,POINT (-120.95528 37.626945),42,,KMOD,Bystrom,Stanislaus County,California
NDE,Africa/Nairobi,Mandera,NDE,KE,POINT (41.8433732 3.9337923),675,,HKMA,Mandera,,Mandera
MOJ,America/Paramaribo,Moengo,MOJ,SR,POINT (-54.333332 5.75),95,,SMMO,Moengo,,Marowijne
MOM,Africa/Nouakchott,Moudjeria,MOM,MR,POINT (-12.5 17.75),239,,GQNL,Barkewol,,Assaba
MOP,America/Detroit,Municipal,MOP,US,POINT (-84.73333 43.61667),748,,,Mount Pleasant,Isabella County,Michigan
MOR,America/New_York,Moore-Murrell,MOR,US,POINT (-83.3 36.216667),1417,,,Morristown,Hamblen County,Tennessee
MOX,America/Chicago,Municipal,MOX,US,POINT (-95.916664 45.583332),1128,,,Morris,Stevens County,Minnesota
MOY,America/Bogota,Monterrey,MOY,CO,POINT (-72.89528 4.884167),1496,,"",Monterrey,,Casanare
MOZ,Pacific/Tahiti,Temae Airport,MOZ,PF,POINT (-149.76414 -17.490433),32,,NTTM,Teavaro,,
MPC,Asia/Jakarta,Muko-Muko,MPC,ID,POINT (101.1 -2.55),36,,WIPU,Sungai Penuh,,Jambi
MPD,Asia/Karachi,Mirpur Khas,MPD,PK,POINT (69.03333 25.65),45,,OPMP,Mirpur Khas,,Sindh
MPI,America/Panama,Mamitupo,MPI,PA,POINT (-79.843056 9.578333),0,,"",Maria Chiquita,,Colon
MPV,America/New_York,Edward F Knapp State,MPV,US,POINT (-72.56498067174682 44.2038643),1102,,KMPV,Montpelier,Washington County,Vermont
MPW,Europe/Kiev,Mariupol,MPW,UA,POINT (37.55 47.1),170,http://www.maraero.com/,UKCM,Mariupol,,Donetsk
MPZ,America/Chicago,Municipal,MPZ,US,POINT (-91.55 40.966667),738,https://www.cityofmountpleasantiowa.org/citysite/citydepartments/publicworks_airport.aspx,KMPZ,Mount Pleasant,Henry County,Iowa
MQA,Australia/Perth,Mandora,MQA,AU,POINT (120.8376903313825 -19.737702),32,,YMDI,Broome,Broome,Western Australia
MQB,America/Chicago,Municipal,MQB,US,POINT (-90.62139 40.4525),652,http://www.macombairport.com/,KMQB,Macomb,McDonough County,Illinois
MQC,America/Miquelon,Miquelon Airport,MQC,PM,POINT (-56.333332 47.05),380,,LFVM,Miquelon,,Miquelon-Langlade
MQF,Asia/Yekaterinburg,Magnitogorsk Airport,MQF,RU,POINT (59.066666 53.45),1279,,USCM,Magnitogorsk,Gorod Magnitogorsk,Chelyabinsk
MQG,Africa/Windhoek,Midgard,MQG,NA,POINT (17.366667 -22.083332),5203,,FYMG,Okahandja,,Otjozondjupa
MQH,America/Sao_Paulo,Municipal,MQH,BR,POINT (-48.233334 -13.533333),1312,,SWIQ,Cavalcante,Cavalcante,Goias
MQI,America/New_York,Quincy,MQI,US,POINT (-71 42.25),62,,,Quincy,Norfolk County,Massachusetts
MQL,Australia/Melbourne,Mildura Airport,MQL,AU,POINT (142.08837740764827 -34.23063835),124,http://www.milduraairport.com.au/,YMIA,Mildura,Mildura Shire,Victoria
MQM,Europe/Istanbul,Mardin Airport,MQM,TR,POINT (40.630733428599925 37.2224305),1643,,LTCR,Kiziltepe,,Mardin
MQN,Europe/Oslo,Mo i Rana Airport,MQN,NO,POINT (14.301861576067283 66.36408109999999),173,https://avinor.no/en/airport/mo-i-rana-airport/,ENRA,Mo i Rana,Rana,Nordland
MQP,Africa/Johannesburg,Kruger Mpumalanga International Airport,NLP,ZA,POINT (31.106954598075028 -25.38178745),2775,,FAKN,White River,Ehlanzeni District,Mpumalanga
MQD,America/Argentina/Salta,Maquinchao,MQD,AR,POINT (-68.7072439 -41.2413728),2880,,SAVQ,Maquinchao,,Rio Negro
MQR,America/Bogota,Mosquera,MQR,CO,POINT (-78.416664 2.5),104,,"",Mosquera,,Narino
MRS,Europe/Paris,Marseille Provence Airport,MRS,FR,POINT (5.222137 43.44178),55,http://www.marseille.aeroport.fr,LFML,Saint-Victoret,Departement des Bouches-du-Rhone,Provence-Alpes-Cote d'Azur
MRU,Indian/Mauritius,Sir Seewoosagur Ramgoolam International Airport,MRU,MU,POINT (57.684949281775644 -20.4325615),104,http://aml.mru.aero/,FIMP,Plaine Magnien,,Grand Port
MRV,Europe/Moscow,Mineralnye Vody Airport,MRV,RU,POINT (43.081651070827434 44.22621995),1059,,URMM,Andzhiyevskiy,,Stavropol'skiy
MRW,Europe/Copenhagen,Maribo,MRW,DK,POINT (11.435 54.685833),32,http://www.lollandfalsterairport.dk/,EKMB,Holeby,Lolland Kommune,Zealand
MRY,America/Los_Angeles,Monterey Regional Airport,MRY,US,POINT (-121.84193978436595 36.58705795),209,,KMRY,Del Rey Oaks,Monterey County,California
MRZ,Australia/Sydney,Moree Airport,MRZ,AU,POINT (149.8512411 -29.4939246),702,,YMOR,Moree,Moree Plains,New South Wales
MSC,America/Phoenix,Falcon Field,MSC,US,POINT (-111.833336 33.416668),1230,http://www.falconfieldairport.com/,KFFZ,Mesa,Maricopa County,Arizona
MSD,America/Denver,Mt Pleasant,MSD,US,POINT (-111.47444 39.524723),5853,,"",Mount Pleasant,Sanpete County,Utah
MTK,Pacific/Tarawa,Makin Island,MTK,KI,POINT (174 3),0,,NGMN,Makin Village,Makin,Gilbert Islands
MSE,Europe/London,Kent International,MSE,GB,POINT (1.35 51.35),121,http://www.kentinternationalairport-manston.com/,EGMH,Westgate on Sea,Kent,England
MSH,Asia/Muscat,Masirah,MSH,OM,POINT (58.89080893136915 20.667274749999997),52,,OOMA,Badiyah,,Ash Sharqiyah
MSI,Asia/Jakarta,Masalembo,MSI,ID,POINT (114.433334 -5.583333),62,,"",Perreng,,East Java
MSJ,Asia/Tokyo,Misawa,MSJ,JP,POINT (141.3717860384605 40.701300950000004),91,,RJSM,Misawa,,Aomori
MSL,America/Chicago,Northwest Alabama Regional Airport,MSL,US,POINT (-87.61152944061621 34.745892749999996),508,,KMSL,Muscle Shoals,Colbert County,Alabama
MSM,Africa/Kinshasa,Masi Manimba,MSM,CD,POINT (17.916668 -4.766667),1263,,FZCV,Bulungu,,Bandundu
MSN,America/Chicago,Dane County Regional Airport,MSN,US,POINT (-89.33774533660622 43.1420815),846,,KMSN,Maple Bluff,Dane County,Wisconsin
MRX,Asia/Tehran,Mahshahr Airport,MRX,IR,POINT (49.14683456086563 30.56090975),39,,OIAM,Bandar-e Mahshahr,,Khuzestan
MSX,Africa/Brazzaville,Mossendjo,MSX,CG,POINT (12.699002 -2.9461641),1466,,FCMM,Mossendjo,,Niari
MUH,Africa/Cairo,Mersa Matruh,MUH,EG,POINT (27.2265777423804 31.3168929),91,,HEMM,Mersa Matruh,,Muhafazat Matruh
MVE,America/Chicago,Montevideo-Chippewa,MVE,US,POINT (-95.70993869562936 44.96828215),997,,KMVE,Montevideo,Chippewa County,Minnesota
MTS,Africa/Mbabane,Matsapha International,MTS,SZ,POINT (31.314133 -26.52033),2073,http://www.eswacaa.co.sz/airports/matsapha/index.php,FDMS,Kwaluseni,,Manzini
MTT,America/Mexico_City,Minatitlan Airport,MTT,MX,POINT (-94.51667 17.983334),3,http://www.asur.com.mx/asur/ingles/aeropuertos/minatitlan/minatitlan.asp,MMMT,Minatitlan,,Veracruz
MTU,Africa/Maputo,Montepuez,MTU,MZ,POINT (38.983334 -13.133333),1656,,"",Montepuez,,Cabo Delgado
MTW,America/Chicago,Municipal,MTW,US,POINT (-87.68222 44.129723),639,,KMTW,Manitowoc,Manitowoc County,Wisconsin
MTX,America/Anchorage,Metro Field,FAI,US,POINT (-147.86667 64.816666),426,,MTF,College,Fairbanks North Star Borough,Alaska
